/* Session name: 21_27
* Created at: 2009-05-17 05:22:19 +0200
* Loaded parameters: config_1
* 
* start_date = 2008-09-21;
* stop_date = 2008-09-27;
*/
flights = {
<0, "AR8", 1, 320, 545, 195, Short, 32, 62>
<1, "733", 2, 325, 715, 340, Medium, 130, 136>
<2, "734", 2, 345, 745, 355, Medium, 132, 149>
<3, "733", 2, 380, 765, 350, Medium, 97, 132>
<4, "733", 2, 405, 835, 395, Medium, 105, 127>
<5, "AR8", 1, 415, 585, 125, Short, 39, 52>
<6, "AR1", 1, 425, 615, 160, Short, 57, 37>
<7, "AR8", 1, 460, 820, 300, Short, 62, 57>
<8, "AR8", 1, 470, 800, 290, Short, 77, 80>
<9, "AR8", 1, 485, 750, 225, Short, 59, 68>
<10, "733", 2, 495, 745, 215, Short, 75, 75>
<11, "AR8", 1, 500, 875, 340, Short, 60, 55>
<12, "AR8", 1, 505, 695, 160, Short, 46, 50>
<13, "733", 2, 515, 1895, 120, Short, 79, 111>
<14, "AR1", 1, 520, 720, 170, Short, 83, 59>
<15, "734", 2, 525, 825, 260, Short, 156, 149>
<16, "319", 0, 525, 990, 420, Medium, 85, 77>
<17, "AR1", 1, 530, 830, 270, Short, 67, 80>
<18, "AR8", 1, 535, 765, 190, Short, 76, 90>
<19, "734", 2, 535, 875, 310, Medium, 87, 123>
<20, "734", 2, 540, 920, 340, Medium, 112, 155>
<21, "146", 1, 540, 750, 180, Short, 67, 77>
<22, "AR8", 1, 545, 860, 275, Short, 73, 83>
<23, "734", 2, 565, 940, 340, Medium, 117, 174>
<24, "AR1", 1, 585, 860, 245, Short, 89, 94>
<25, "AR1", 1, 585, 840, 215, Short, 94, 64>
<26, "AR8", 1, 585, 775, 160, Short, 73, 42>
<27, "319", 0, 590, 920, 290, Short, 80, 95>
<28, "AR1", 1, 620, 875, 220, Short, 61, 78>
<29, "AR8", 1, 630, 895, 225, Short, 49, 85>
<30, "AR8", 1, 650, 885, 205, Short, 85, 71>
<31, "319", 0, 660, 970, 270, Short, 115, 134>
<32, "734", 2, 685, 1065, 340, Medium, 96, 142>
<33, "AR1", 1, 690, 935, 215, Short, 71, 80>
<34, "AR1", 1, 700, 985, 245, Short, 93, 92>
<35, "733", 2, 745, 995, 215, Short, 69, 134>
<36, "AR8", 1, 755, 925, 140, Short, 46, 48>
<37, "733", 2, 755, 980, 195, Short, 100, 92>
<38, "AR8", 1, 760, 1060, 270, Short, 74, 58>
<39, "AR1", 1, 775, 975, 170, Short, 58, 48>
<40, "AR8", 1, 775, 1150, 340, Short, 58, 57>
<41, "AR1", 1, 785, 995, 180, Short, 73, 64>
<42, "AR8", 1, 790, 1065, 220, Short, 60, 97>
<43, "319", 0, 795, 1035, 210, Short, 75, 107>
<44, "733", 2, 795, 1135, 280, Short, 71, 117>
<45, "AR8", 1, 805, 1080, 245, Short, 95, 61>
<46, "733", 2, 810, 1150, 300, Short, 62, 82>
<47, "734", 2, 810, 1115, 260, Short, 87, 169>
<48, "AR8", 1, 815, 1060, 215, Short, 68, 67>
<49, "146", 1, 815, 1015, 170, Short, 53, 57>
<50, "AR8", 1, 825, 1055, 190, Short, 53, 63>
<51, "AR8", 1, 840, 1085, 215, Short, 48, 74>
<52, "AR8", 1, 860, 1145, 255, Short, 58, 70>
<53, "AR1", 1, 870, 1060, 160, Short, 62, 58>
<54, "AR8", 1, 905, 1055, 120, Short, 58, 43>
<55, "AR1", 1, 915, 1125, 170, Short, 78, 74>
<56, "AR8", 1, 925, 1105, 150, Short, 49, 45>
<57, "AR8", 1, 935, 1115, 150, Short, 50, 59>
<58, "734", 2, 935, 1100, 125, Short, 41, 41>
<59, "734", 2, 955, 1330, 340, Medium, 91, 146>
<60, "AR1", 1, 955, 1155, 170, Short, 63, 91>
<61, "AR1", 1, 965, 1925, 270, Short, 82, 55>
<62, "733", 2, 965, 1300, 295, Short, 71, 110>
<63, "734", 2, 970, 1405, 400, Medium, 92, 138>
<64, "AR8", 1, 970, 1165, 135, Short, 50, 46>
<65, "AR1", 1, 975, 1200, 195, Short, 96, 77>
<66, "146", 1, 980, 1225, 195, Short, 38, 65>
<67, "734", 2, 985, 1380, 350, Medium, 93, 139>
<68, "319", 0, 1010, 1325, 270, Short, 47, 77>
<69, "AR1", 1, 1015, 1900, 140, Short, 61, 50>
<70, "733", 2, 1025, 1215, 155, Short, 127, 96>
<71, "AR1", 1, 1025, 1865, 170, Short, 55, 48>
<72, "319", 0, 1030, 1330, 260, Short, 74, 156>
<73, "AR1", 1, 1035, 1285, 220, Short, 71, 89>
<74, "AR8", 1, 1040, 1330, 250, Short, 70, 76>
<75, "319", 0, 1055, 1665, 550, Medium, 127, 116>
<76, "146", 1, 1060, 1280, 190, Short, 50, 72>
<77, "AR1", 1, 1070, 1275, 175, Short, 57, 98>
<78, "319", 0, 1075, 1290, 180, Short, 63, 81>
<79, "AR8", 1, 1100, 1290, 160, Short, 47, 46>
<80, "AR8", 1, 1100, 1295, 165, Short, 48, 51>
<81, "AR8", 1, 1110, 1285, 145, Short, 57, 43>
<82, "AR8", 1, 1110, 1875, 175, Short, 49, 66>
<83, "734", 2, 1115, 1850, 155, Short, 121, 59>
<84, "AR8", 1, 1115, 1860, 145, Short, 43, 52>
<85, "AR1", 1, 1120, 1365, 210, Short, 68, 86>
<86, "AR8", 1, 1125, 1910, 255, Short, 77, 46>
<87, "733", 2, 1140, 1875, 200, Short, 76, 50>
<88, "AR8", 1, 1155, 1895, 220, Short, 85, 66>
<89, "AR8", 1, 1155, 1890, 175, Short, 43, 77>
<90, "734", 2, 1160, 1930, 300, Short, 76, 83>
<91, "AR8", 1, 1170, 1860, 210, Short, 61, 43>
<92, "734", 2, 1170, 1900, 275, Short, 62, 58>
<93, "AR1", 1, 1175, 1855, 190, Short, 60, 32>
<94, "AR1", 1, 1190, 1885, 210, Short, 57, 56>
<95, "AR8", 1, 1190, 1860, 215, Short, 43, 63>
<96, "733", 2, 1195, 1900, 260, Short, 77, 79>
<97, "AR1", 1, 1195, 1905, 245, Short, 71, 78>
<98, "AR8", 1, 1200, 1890, 215, Short, 58, 52>
<99, "319", 0, 1760, 1995, 205, Short, 75, 61>
<100, "AR8", 1, 1760, 1935, 135, Short, 37, 77>
<101, "AR8", 1, 1760, 1985, 195, Short, 55, 40>
<102, "319", 0, 1765, 1955, 160, Short, 46, 45>
<103, "734", 2, 1765, 2065, 260, Short, 117, 105>
<104, "AR8", 1, 1765, 2055, 250, Short, 55, 62>
<105, "319", 0, 1770, 2145, 340, Medium, 70, 108>
<106, "146", 1, 1770, 2055, 255, Short, 42, 50>
<107, "AR1", 1, 1775, 1980, 175, Short, 67, 51>
<108, "733", 2, 1775, 2100, 285, Short, 51, 59>
<109, "734", 2, 1780, 2010, 190, Short, 63, 57>
<110, "319", 0, 1780, 1995, 185, Short, 54, 78>
<111, "AR8", 1, 1785, 1960, 145, Short, 37, 41>
